Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000272512,ENSG00000272512,ENSG00000272512,ENSG00000239906,ENSG00000142611,ENSG00000272512,ENSG00000187583,ENSG00000272141,ENSG00000237330,ENSG00000272141,ENSG00000223764,ENSG00000272141,ENSG00000078369,ENSG00000187642,ENSG00000187642,ENSG00000187583,ENSG00000272512,ENSG00000187642,ENSG00000205116,ENSG00000272512,ENSG00000169717,ENSG00000272141,ENSG00000272141,ENSG00000272141,ENSG00000239906,ENSG00000239906,ENSG00000142609,ENSG00000239906,ENSG00000175756,ENSG00000239906,ENSG00000272512,ENSG00000239906,ENSG00000187634,ENSG00000187642,ENSG00000169717,ENSG00000272512,ENSG00000272512,ENSG00000223764,ENSG00000272438,ENSG00000187583,ENSG00000272438,ENSG00000272512,ENSG00000239906,ENSG00000187634,ENSG00000205231,ENSG00000223764,ENSG00000223764,ENSG00000205116,ENSG00000239906
ENSG00000205231,ENSG00000187608,ENSG00000205231,ENSG00000189409,ENSG00000236423,ENSG00000205231,ENSG00000187642,ENSG00000205116,ENSG00000272141,ENSG00000205116,ENSG00000187583,ENSG00000205116,ENSG00000187730,ENSG00000186891,ENSG00000205116,ENSG00000187642,ENSG00000198976,ENSG00000205231,ENSG00000142606,ENSG00000187608,ENSG00000177133,ENSG00000225905,ENSG00000205116,ENSG00000205116,ENSG00000205231,ENSG00000198976,ENSG00000049247,ENSG00000189409,ENSG00000242485,ENSG00000198976,ENSG00000205231,ENSG00000223764,ENSG00000215014,ENSG00000205231,ENSG00000238260,ENSG00000205231,ENSG00000198976,ENSG00000215014,ENSG00000223764,ENSG00000198976,ENSG00000187583,ENSG00000189409,ENSG00000223764,ENSG00000198976,ENSG00000162571,ENSG00000215014,ENSG00000272512,ENSG00000078369,ENSG00000187583
ENSG00000162571,ENSG00000205231,ENSG00000215014,ENSG00000272161,ENSG00000116288,ENSG00000189409,ENSG00000205231,ENSG00000228037,ENSG00000205116,ENSG00000272420,ENSG00000272141,ENSG00000078369,ENSG00000162585,ENSG00000205116,ENSG00000178821,ENSG00000198976,ENSG00000205231,ENSG00000162571,ENSG00000130762,ENSG00000205231,ENSG00000142611,ENSG00000178821,ENSG00000228037,ENSG00000272449,ENSG00000142609,ENSG00000162585,ENSG00000116288,ENSG00000272161,ENSG00000189409,ENSG00000215014,ENSG00000231050,ENSG00000205090,ENSG00000233542,ENSG00000162571,ENSG00000235263,ENSG00000189409,ENSG00000205231,ENSG00000272106,ENSG00000272141,ENSG00000205231,ENSG00000272512,ENSG00000169717,ENSG00000272141,ENSG00000272141,ENSG00000215014,ENSG00000189409,ENSG00000169717,ENSG00000228037,ENSG00000198976
ENSG00000184163,ENSG00000162571,ENSG00000189409,ENSG00000177133,ENSG00000171819,ENSG00000169717,ENSG00000205116,ENSG00000270171,ENSG00000142609,ENSG00000228037,ENSG00000205116,ENSG00000067606,ENSG00000177133,ENSG00000179403,ENSG00000197921,ENSG00000272141,ENSG00000162571,ENSG00000205116,ENSG00000097021,ENSG00000162571,ENSG00000074800,ENSG00000270171,ENSG00000116251,ENSG00000238164,ENSG00000177133,ENSG00000177133,ENSG00000234546,ENSG00000177133,ENSG00000177133,ENSG00000233542,ENSG00000178821,ENSG00000189409,ENSG00000215912,ENSG00000178821,ENSG00000171819,ENSG00000169717,ENSG00000189409,ENSG00000189409,ENSG00000233542,ENSG00000162571,ENSG00000205231,ENSG00000177133,ENSG00000160087,ENSG00000131584,ENSG00000189409,ENSG00000233542,ENSG00000177133,ENSG00000226286,ENSG00000272141
ENSG00000205116,ENSG00000186827,ENSG00000231050,ENSG00000228526,ENSG00000120949,ENSG00000237728,ENSG00000178821,ENSG00000270035,ENSG00000228037,ENSG00000238260,ENSG00000179403,ENSG00000149527,ENSG00000069424,ENSG00000149527,ENSG00000228037,ENSG00000205231,ENSG00000142609,ENSG00000178821,ENSG00000269925,ENSG00000178821,ENSG00000179840,ENSG00000074800,ENSG00000116288,ENSG00000228037,ENSG00000049247,ENSG00000049247,ENSG00000130939,ENSG00000235169,ENSG00000142611,ENSG00000149527,ENSG00000169717,ENSG00000272161,ENSG00000177133,ENSG00000238260,ENSG00000224459,ENSG00000177133,ENSG00000231050,ENSG00000272420,ENSG00000149527,ENSG00000162592,ENSG00000162571,ENSG00000142611,ENSG00000189409,ENSG00000231050,ENSG00000169717,ENSG00000272161,ENSG00000142611,ENSG00000179840,ENSG00000205116
ENSG00000178821,ENSG00000169717,ENSG00000169717,ENSG00000271989,ENSG00000162460,ENSG00000074800,ENSG00000197921,ENSG00000074800,ENSG00000131686,ENSG00000270171,ENSG00000233542,ENSG00000228037,ENSG00000270035,ENSG00000130762,ENSG00000142606,ENSG00000162571,ENSG00000169717,ENSG00000142606,ENSG00000162444,ENSG00000169717,ENSG00000142634,ENSG00000179840,ENSG00000179840,ENSG00000177133,ENSG00000116288,ENSG00000074800,ENSG00000142657,ENSG00000228526,ENSG00000226286,ENSG00000130762,ENSG00000177133,ENSG00000272420,ENSG00000142611,ENSG00000234546,ENSG00000185519,ENSG00000142611,ENSG00000177133,ENSG00000224387,ENSG00000272449,ENSG00000237728,ENSG00000162585,ENSG00000074800,ENSG00000008130,ENSG00000187730,ENSG00000237728,ENSG00000215912,ENSG00000179840,ENSG00000120949,ENSG00000197921
ENSG00000197921,ENSG00000237728,ENSG00000142611,ENSG00000175206,ENSG00000235434,ENSG00000175206,ENSG00000228037,ENSG00000179840,ENSG00000175147,ENSG00000179840,ENSG00000149527,ENSG00000069424,ENSG00000049247,ENSG00000171680,ENSG00000130762,ENSG00000225905,ENSG00000237728,ENSG00000116285,ENSG00000171819,ENSG00000236423,ENSG00000224459,ENSG00000215704,ENSG00000120949,ENSG00000179840,ENSG00000224459,ENSG00000179840,ENSG00000171819,ENSG00000234546,ENSG00000116237,ENSG00000078900,ENSG00000142611,ENSG00000177133,ENSG00000238260,ENSG00000235263,ENSG00000188257,ENSG00000237728,ENSG00000142611,ENSG00000238260,ENSG00000238260,ENSG00000131686,ENSG00000169717,ENSG00000230679,ENSG00000182873,ENSG00000149527,ENSG00000228526,ENSG00000169717,ENSG00000175206,ENSG00000142634,ENSG00000238260
ENSG00000142606,ENSG00000271989,ENSG00000180758,ENSG00000162493,ENSG00000237200,ENSG00000215704,ENSG00000142606,ENSG00000177674,ENSG00000142623,ENSG00000171819,ENSG00000238260,ENSG00000270171,ENSG00000074800,ENSG00000116285,ENSG00000270171,ENSG00000205116,ENSG00000234546,ENSG00000178585,ENSG00000116661,ENSG00000237728,ENSG00000159339,ENSG00000159423,ENSG00000175147,ENSG00000009724,ENSG00000230424,ENSG00000189337,ENSG00000175206,ENSG00000175206,ENSG00000116288,ENSG00000162592,ENSG00000237728,ENSG00000238260,ENSG00000270171,ENSG00000188807,ENSG00000133216,ENSG00000228526,ENSG00000173662,ENSG00000228526,ENSG00000173662,ENSG00000234546,ENSG00000173662,ENSG00000235263,ENSG00000177133,ENSG00000177133,ENSG00000234546,ENSG00000142611,ENSG00000142634,ENSG00000117154,ENSG00000078900
ENSG00000130762,ENSG00000162438,ENSG00000235263,ENSG00000224459,ENSG00000261326,ENSG00000224459,ENSG00000131686,ENSG00000175147,ENSG00000142619,ENSG00000177674,ENSG00000171680,ENSG00000131686,ENSG00000171608,ENSG00000131686,ENSG00000131686,ENSG00000228594,ENSG00000171621,ENSG00000162444,ENSG00000178828,ENSG00000162438,ENSG00000133216,ENSG00000162482,ENSG00000159423,ENSG00000175147,ENSG00000158747,ENSG00000224459,ENSG00000224459,ENSG00000120937,ENSG00000179840,ENSG00000237728,ENSG00000230679,ENSG00000116288,ENSG00000179840,ENSG00000230337,ENSG00000117632,ENSG00000271989,ENSG00000237728,ENSG00000234546,ENSG00000270171,ENSG00000178585,ENSG00000074800,ENSG00000175206,ENSG00000270035,ENSG00000196581,ENSG00000271989,ENSG00000237728,ENSG00000116786,ENSG00000158828,ENSG00000270171
