Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000236423,ENSG00000142615,ENSG00000175206,ENSG00000233954,ENSG00000117308,ENSG00000159339,ENSG00000178585,ENSG00000142634,ENSG00000158747,ENSG00000175147,ENSG00000270171,ENSG00000179840,ENSG00000179840,ENSG00000178585,ENSG00000120949,ENSG00000178821,ENSG00000178585,ENSG00000171819,ENSG00000235434,ENSG00000142615,ENSG00000142669,ENSG00000162552,ENSG00000162482,ENSG00000171729,ENSG00000127472,ENSG00000142623,ENSG00000037637,ENSG00000215704,ENSG00000142634,ENSG00000269978,ENSG00000009724,ENSG00000232912,ENSG00000162461,ENSG00000162494,ENSG00000142669,ENSG00000175206,ENSG00000269978,ENSG00000230337,ENSG00000131686,ENSG00000175206,ENSG00000131686,ENSG00000215704,ENSG00000232912,ENSG00000069424,ENSG00000215910,ENSG00000162426,ENSG00000224459,ENSG00000261326,ENSG00000179840
ENSG00000116285,ENSG00000215704,ENSG00000215704,ENSG00000184908,ENSG00000142661,ENSG00000117148,ENSG00000116688,ENSG00000159339,ENSG00000235434,ENSG00000142634,ENSG00000236266,ENSG00000175147,ENSG00000116663,ENSG00000162444,ENSG00000117115,ENSG00000149527,ENSG00000215910,ENSG00000120949,ENSG00000188257,ENSG00000215704,ENSG00000237429,ENSG00000169442,ENSG00000235434,ENSG00000142634,ENSG00000183726,ENSG00000142619,ENSG00000158747,ENSG00000224459,ENSG00000162438,ENSG00000234546,ENSG00000162438,ENSG00000179840,ENSG00000184908,ENSG00000215704,ENSG00000237429,ENSG00000228140,ENSG00000180758,ENSG00000116663,ENSG00000117154,ENSG00000162494,ENSG00000178585,ENSG00000224459,ENSG00000074800,ENSG00000179840,ENSG00000175206,ENSG00000228526,ENSG00000249087,ENSG00000117308,ENSG00000142657
ENSG00000131686,ENSG00000224459,ENSG00000116786,ENSG00000117148,ENSG00000158022,ENSG00000117632,ENSG00000272482,ENSG00000117154,ENSG00000162543,ENSG00000117154,ENSG00000131686,ENSG00000142634,ENSG00000177674,ENSG00000120949,ENSG00000117154,ENSG00000197921,ENSG00000228140,ENSG00000272482,ENSG00000225986,ENSG00000224459,ENSG00000270031,ENSG00000168528,ENSG00000158828,ENSG00000162438,ENSG00000197245,ENSG00000159339,ENSG00000188257,ENSG00000186510,ENSG00000162461,ENSG00000230337,ENSG00000142615,ENSG00000142657,ENSG00000076864,ENSG00000116786,ENSG00000134668,ENSG00000162438,ENSG00000271989,ENSG00000175206,ENSG00000159423,ENSG00000228140,ENSG00000157330,ENSG00000037637,ENSG00000234546,ENSG00000009724,ENSG00000228140,ENSG00000175206,ENSG00000117632,ENSG00000131910,ENSG00000177674
ENSG00000162444,ENSG00000186510,ENSG00000224459,ENSG00000173369,ENSG00000175087,ENSG00000188060,ENSG00000117115,ENSG00000159423,ENSG00000162545,ENSG00000235434,ENSG00000178585,ENSG00000116786,ENSG00000142634,ENSG00000162494,ENSG00000235434,ENSG00000238260,ENSG00000162438,ENSG00000162494,ENSG00000162543,ENSG00000117148,ENSG00000169403,ENSG00000134668,ENSG00000169442,ENSG00000215704,ENSG00000142669,ENSG00000117148,ENSG00000158786,ENSG00000184908,ENSG00000224459,ENSG00000175206,ENSG00000215704,ENSG00000177674,ENSG00000261326,ENSG00000185519,ENSG00000092853,ENSG00000215704,ENSG00000175206,ENSG00000120937,ENSG00000158786,ENSG00000142615,ENSG00000224459,ENSG00000133216,ENSG00000171608,ENSG00000162494,ENSG00000215704,ENSG00000228140,ENSG00000188060,ENSG00000253304,ENSG00000157330
ENSG00000120949,ENSG00000117148,ENSG00000117148,ENSG00000133216,ENSG00000260063,ENSG00000134668,ENSG00000117154,ENSG00000162482,ENSG00000142669,ENSG00000162543,ENSG00000162494,ENSG00000159339,ENSG00000116786,ENSG00000132881,ENSG00000158786,ENSG00000078900,ENSG00000142615,ENSG00000183888,ENSG00000158055,ENSG00000233069,ENSG00000229167,ENSG00000176256,ENSG00000131910,ENSG00000159423,ENSG00000158246,ENSG00000159423,ENSG00000173369,ENSG00000142632,ENSG00000159339,ENSG00000162494,ENSG00000132906,ENSG00000162493,ENSG00000117308,ENSG00000117115,ENSG00000197982,ENSG00000224459,ENSG00000162438,ENSG00000162493,ENSG00000188782,ENSG00000215704,ENSG00000117148,ENSG00000249087,ENSG00000179840,ENSG00000175147,ENSG00000224459,ENSG00000186510,ENSG00000168528,ENSG00000229167,ENSG00000142619
ENSG00000162438,ENSG00000230424,ENSG00000142661,ENSG00000197245,ENSG00000130768,ENSG00000233246,ENSG00000159423,ENSG00000178828,ENSG00000175793,ENSG00000158828,ENSG00000185519,ENSG00000117154,ENSG00000185519,ENSG00000117154,ENSG00000158828,ENSG00000069812,ENSG00000215704,ENSG00000235434,ENSG00000184454,ENSG00000001460,ENSG00000134668,ENSG00000231163,ENSG00000130768,ENSG00000162482,ENSG00000237429,ENSG00000158747,ENSG00000142669,ENSG00000117148,ENSG00000127472,ENSG00000215704,ENSG00000117148,ENSG00000189337,ENSG00000142661,ENSG00000158786,ENSG00000198754,ENSG00000117148,ENSG00000142615,ENSG00000184908,ENSG00000175793,ENSG00000142632,ENSG00000158786,ENSG00000117632,ENSG00000177674,ENSG00000171729,ENSG00000117148,ENSG00000184908,ENSG00000235790,ENSG00000134668,ENSG00000178828
ENSG00000053372,ENSG00000158786,ENSG00000158022,ENSG00000237429,ENSG00000253304,ENSG00000231163,ENSG00000173436,ENSG00000235434,ENSG00000158246,ENSG00000117305,ENSG00000132881,ENSG00000159423,ENSG00000159339,ENSG00000235434,ENSG00000158008,ENSG00000173662,ENSG00000224459,ENSG00000188257,ENSG00000117643,ENSG00000117632,ENSG00000233246,ENSG00000092853,ENSG00000253304,ENSG00000178828,ENSG00000169403,ENSG00000007968,ENSG00000225891,ENSG00000188257,ENSG00000142661,ENSG00000186510,ENSG00000162482,ENSG00000233954,ENSG00000187010,ENSG00000158828,ENSG00000168389,ENSG00000040487,ENSG00000215704,ENSG00000185519,ENSG00000237934,ENSG00000233421,ENSG00000174950,ENSG00000188060,ENSG00000142634,ENSG00000162461,ENSG00000040487,ENSG00000142632,ENSG00000121753,ENSG00000169218,ENSG00000235434
ENSG00000235434,ENSG00000142789,ENSG00000188782,ENSG00000158156,ENSG00000229167,ENSG00000092853,ENSG00000235434,ENSG00000162545,ENSG00000237429,ENSG00000175793,ENSG00000233421,ENSG00000162482,ENSG00000117154,ENSG00000188257,ENSG00000284154,ENSG00000270171,ENSG00000233421,ENSG00000158786,ENSG00000158008,ENSG00000158022,ENSG00000239636,ENSG00000168389,ENSG00000229167,ENSG00000235434,ENSG00000130772,ENSG00000142669,ENSG00000237429,ENSG00000127472,ENSG00000183726,ENSG00000184908,ENSG00000233069,ENSG00000184908,ENSG00000158014,ENSG00000271840,ENSG00000131236,ENSG00000131914,ENSG00000116771,ENSG00000117148,ENSG00000168528,ENSG00000117148,ENSG00000134668,ENSG00000168528,ENSG00000224459,ENSG00000186510,ENSG00000188782,ENSG00000117148,ENSG00000134668,ENSG00000168389,ENSG00000158786
ENSG00000158786,ENSG00000131914,ENSG00000225891,ENSG00000169403,ENSG00000116985,ENSG00000142694,ENSG00000158786,ENSG00000158828,ENSG00000000938,ENSG00000237429,ENSG00000117154,ENSG00000158828,ENSG00000162545,ENSG00000158786,ENSG00000169218,ENSG00000131686,ENSG00000117148,ENSG00000237200,ENSG00000237429,ENSG00000188782,ENSG00000092853,ENSG00000188800,ENSG00000169218,ENSG00000219073,ENSG00000233246,ENSG00000225891,ENSG00000188060,ENSG00000142661,ENSG00000158022,ENSG00000117148,ENSG00000231105,ENSG00000159339,ENSG00000158022,ENSG00000237200,ENSG00000188800,ENSG00000134668,ENSG00000186510,ENSG00000188257,ENSG00000235790,ENSG00000158786,ENSG00000176256,ENSG00000134668,ENSG00000233954,ENSG00000142627,ENSG00000131914,ENSG00000188257,ENSG00000222046,ENSG00000131238,ENSG00000225986
ENSG00000233069,ENSG00000183615,ENSG00000188060,ENSG00000222046,ENSG00000281207,ENSG00000116883,ENSG00000162545,ENSG00000162552,ENSG00000270031,ENSG00000270031,ENSG00000169991,ENSG00000231105,ENSG00000158828,ENSG00000001460,ENSG00000158315,ENSG00000230337,ENSG00000158747,ENSG00000142661,ENSG00000162520,ENSG00000131914,ENSG00000168389,ENSG00000272145,ENSG00000044012,ENSG00000142789,ENSG00000092853,ENSG00000158246,ENSG00000233246,ENSG00000184454,ENSG00000131910,ENSG00000169991,ENSG00000219073,ENSG00000133216,ENSG00000188782,ENSG00000142661,ENSG00000259943,ENSG00000222046,ENSG00000184908,ENSG00000158786,ENSG00000134668,ENSG00000271420,ENSG00000231163,ENSG00000121775,ENSG00000159339,ENSG00000117154,ENSG00000176256,ENSG00000133216,ENSG00000231163,ENSG00000259943,ENSG00000162543
ENSG00000237200,ENSG00000176256,ENSG00000176256,ENSG00000171812,ENSG00000171790,ENSG00000131236,ENSG00000158828,ENSG00000007968,ENSG00000121900,ENSG00000134668,ENSG00000235434,ENSG00000162552,ENSG00000007968,ENSG00000184454,ENSG00000066185,ENSG00000177674,ENSG00000158786,ENSG00000184454,ENSG00000121904,ENSG00000168528,ENSG00000187815,ENSG00000234694,ENSG00000197273,ENSG00000162552,ENSG00000171812,ENSG00000237429,ENSG00000188910,ENSG00000197245,ENSG00000169403,ENSG00000158786,ENSG00000142789,ENSG00000175087,ENSG00000117676,ENSG00000158022,ENSG00000197273,ENSG00000233246,ENSG00000142632,ENSG00000173369,ENSG00000176256,ENSG00000225891,ENSG00000189280,ENSG00000231163,ENSG00000117148,ENSG00000179023,ENSG00000231163,ENSG00000249087,ENSG00000168389,ENSG00000171790,ENSG00000070831
ENSG00000142661,ENSG00000231163,ENSG00000231163,ENSG00000116883,ENSG00000044012,ENSG00000238287,ENSG00000175793,ENSG00000169442,ENSG00000233246,ENSG00000169218,ENSG00000188257,ENSG00000117602,ENSG00000188672,ENSG00000158008,ENSG00000164007,ENSG00000162494,ENSG00000233069,ENSG00000158022,ENSG00000171812,ENSG00000134668,ENSG00000281207,ENSG00000117399,ENSG00000237950,ENSG00000188822,ENSG00000116883,ENSG00000117751,ENSG00000092847,ENSG00000222046,ENSG00000121769,ENSG00000227868,ENSG00000158022,ENSG00000142669,ENSG00000260063,ENSG00000188782,ENSG00000186409,ENSG00000176256,ENSG00000117148,ENSG00000130695,ENSG00000231163,ENSG00000162522,ENSG00000189433,ENSG00000204084,ENSG00000162552,ENSG00000162482,ENSG00000092853,ENSG00000184454,ENSG00000131238,ENSG00000044012,ENSG00000227868
ENSG00000001460,ENSG00000116883,ENSG00000187513,ENSG00000235358,ENSG00000197273,ENSG00000229444,ENSG00000084628,ENSG00000175793,ENSG00000189280,ENSG00000158315,ENSG00000158786,ENSG00000175793,ENSG00000204160,ENSG00000175793,ENSG00000117394,ENSG00000142621,ENSG00000219073,ENSG00000142748,ENSG00000183317,ENSG00000176256,ENSG00000171790,ENSG00000198520,ENSG00000186603,ENSG00000169442,ENSG00000134690,ENSG00000225828,ENSG00000171812,ENSG00000160097,ENSG00000229167,ENSG00000271420,ENSG00000131910,ENSG00000237429,ENSG00000131910,ENSG00000186056,ENSG00000234917,ENSG00000231163,ENSG00000183114,ENSG00000269971,ENSG00000169218,ENSG00000176256,ENSG00000187513,ENSG00000131236,ENSG00000133216,ENSG00000183114,ENSG00000198754,ENSG00000188782,ENSG00000259943,ENSG00000197273,ENSG00000007968
ENSG00000158008,ENSG00000198754,ENSG00000233621,ENSG00000229901,ENSG00000229444,ENSG00000188396,ENSG00000233246,ENSG00000168528,ENSG00000188910,ENSG00000168389,ENSG00000271420,ENSG00000131910,ENSG00000131910,ENSG00000142748,ENSG00000142949,ENSG00000117115,ENSG00000142789,ENSG00000130766,ENSG00000127129,ENSG00000231163,ENSG00000197273,ENSG00000186603,ENSG00000157184,ENSG00000130768,ENSG00000131236,ENSG00000121905,ENSG00000116871,ENSG00000121904,ENSG00000222046,ENSG00000184454,ENSG00000121769,ENSG00000169403,ENSG00000130768,ENSG00000084628,ENSG00000229444,ENSG00000092853,ENSG00000231105,ENSG00000160097,ENSG00000188800,ENSG00000231163,ENSG00000092853,ENSG00000238287,ENSG00000007968,ENSG00000231105,ENSG00000188800,ENSG00000131914,ENSG00000238287,ENSG00000234694,ENSG00000117305
ENSG00000158022,ENSG00000226938,ENSG00000163874,ENSG00000171872,ENSG00000280670,ENSG00000117450,ENSG00000189280,ENSG00000134668,ENSG00000169218,ENSG00000197273,ENSG00000158055,ENSG00000168528,ENSG00000225828,ENSG00000181773,ENSG00000171872,ENSG00000159423,ENSG00000227868,ENSG00000121766,ENSG00000197273,ENSG00000187513,ENSG00000117399,ENSG00000187048,ENSG00000174332,ENSG00000253304,ENSG00000142945,ENSG00000233246,ENSG00000142694,ENSG00000171812,ENSG00000239636,ENSG00000158008,ENSG00000168528,ENSG00000134668,ENSG00000229167,ENSG00000142920,ENSG00000171872,ENSG00000116883,ENSG00000219073,ENSG00000116883,ENSG00000234694,ENSG00000189280,ENSG00000188800,ENSG00000197273,ENSG00000237429,ENSG00000271420,ENSG00000250719,ENSG00000260063,ENSG00000117016,ENSG00000229444,ENSG00000142677
ENSG00000142748,ENSG00000143006,ENSG00000188800,ENSG00000237424,ENSG00000186564,ENSG00000250719,ENSG00000092853,ENSG00000225828,ENSG00000134690,ENSG00000117394,ENSG00000184454,ENSG00000134668,ENSG00000121905,ENSG00000060656,ENSG00000174332,ENSG00000169991,ENSG00000225891,ENSG00000162520,ENSG00000066185,ENSG00000092853,ENSG00000198520,ENSG00000203995,ENSG00000162390,ENSG00000168528,ENSG00000188396,ENSG00000189280,ENSG00000116883,ENSG00000214193,ENSG00000116985,ENSG00000158014,ENSG00000229167,ENSG00000092850,ENSG00000134668,ENSG00000134686,ENSG00000250719,ENSG00000198754,ENSG00000142789,ENSG00000233621,ENSG00000236200,ENSG00000189433,ENSG00000186973,ENSG00000229444,ENSG00000169403,ENSG00000204219,ENSG00000237424,ENSG00000222046,ENSG00000281207,ENSG00000174332,ENSG00000142669
ENSG00000130766,ENSG00000260971,ENSG00000238287,ENSG00000186564,ENSG00000174332,ENSG00000237424,ENSG00000169218,ENSG00000169218,ENSG00000158315,ENSG00000171872,ENSG00000158008,ENSG00000116544,ENSG00000239636,ENSG00000225313,ENSG00000232453,ENSG00000178828,ENSG00000121905,ENSG00000188910,ENSG00000229431,ENSG00000228436,ENSG00000186603,ENSG00000233203,ENSG00000187889,ENSG00000229167,ENSG00000117450,ENSG00000092853,ENSG00000233621,ENSG00000116883,ENSG00000281207,ENSG00000188782,ENSG00000121905,ENSG00000235358,ENSG00000160051,ENSG00000189433,ENSG00000142973,ENSG00000281207,ENSG00000227868,ENSG00000163874,ENSG00000233203,ENSG00000188910,ENSG00000234694,ENSG00000281912,ENSG00000134668,ENSG00000188822,ENSG00000186564,ENSG00000176256,ENSG00000197273,ENSG00000157131,ENSG00000175793
ENSG00000187513,ENSG00000223956,ENSG00000229444,ENSG00000157193,ENSG00000187889,ENSG00000186564,ENSG00000158315,ENSG00000188786,ENSG00000197273,ENSG00000162366,ENSG00000130695,ENSG00000169218,ENSG00000116983,ENSG00000284154,ENSG00000134716,ENSG00000235434,ENSG00000233246,ENSG00000197982,ENSG00000196517,ENSG00000163909,ENSG00000237424,ENSG00000157131,ENSG00000134716,ENSG00000225828,ENSG00000250719,ENSG00000134690,ENSG00000197982,ENSG00000233621,ENSG00000171790,ENSG00000181773,ENSG00000176256,ENSG00000229901,ENSG00000134686,ENSG00000187513,ENSG00000237424,ENSG00000243710,ENSG00000271420,ENSG00000188800,ENSG00000157131,ENSG00000233621,ENSG00000237424,ENSG00000250719,ENSG00000225828,ENSG00000117640,ENSG00000157193,ENSG00000231163,ENSG00000234694,ENSG00000162600,ENSG00000142765
ENSG00000228436,ENSG00000157131,ENSG00000126106,ENSG00000203985,ENSG00000134716,ENSG00000157193,ENSG00000066185,ENSG00000158315,ENSG00000066185,ENSG00000162390,ENSG00000175793,ENSG00000272145,ENSG00000238287,ENSG00000163873,ENSG00000116675,ENSG00000158786,ENSG00000176256,ENSG00000066185,ENSG00000171872,ENSG00000198754,ENSG00000186564,ENSG00000021852,ENSG00000132855,ENSG00000121905,ENSG00000186564,ENSG00000204084,ENSG00000204084,ENSG00000235358,ENSG00000229444,ENSG00000269971,ENSG00000231163,ENSG00000197273,ENSG00000284154,ENSG00000233621,ENSG00000186564,ENSG00000250719,ENSG00000158014,ENSG00000186409,ENSG00000162600,ENSG00000163874,ENSG00000186564,ENSG00000186564,ENSG00000231163,ENSG00000158008,ENSG00000226938,ENSG00000214193,ENSG00000162415,ENSG00000116641,ENSG00000237429
ENSG00000228060,ENSG00000021852,ENSG00000281912,ENSG00000143001,ENSG00000230798,ENSG00000143006,ENSG00000117394,ENSG00000168389,ENSG00000117394,ENSG00000169174,ENSG00000174950,ENSG00000204060,ENSG00000228452,ENSG00000228060,ENSG00000116717,ENSG00000162552,ENSG00000231163,ENSG00000164007,ENSG00000280670,ENSG00000188800,ENSG00000203985,ENSG00000226759,ENSG00000230798,ENSG00000239636,ENSG00000085831,ENSG00000131236,ENSG00000131236,ENSG00000243710,ENSG00000079277,ENSG00000162522,ENSG00000228436,ENSG00000171872,ENSG00000281207,ENSG00000183386,ENSG00000157193,ENSG00000157193,ENSG00000158022,ENSG00000234917,ENSG00000235200,ENSG00000131233,ENSG00000123080,ENSG00000117859,ENSG00000238287,ENSG00000158014,ENSG00000143006,ENSG00000116883,ENSG00000250719,ENSG00000132855,ENSG00000180098
